Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/GuavaOptionalSubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='3cac1033de32bdfcaba6f7761d55121cd1f9e118', oline='14', file_name='core/src/test/java/com/google/common/truth/GuavaOptionalSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/IntegerSubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='07d89f608226af3a55d6bd943359f6abd17559fc', oline='17', file_name='core/src/test/java/com/google/common/truth/IntegerSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/IntegerSubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='07d89f608226af3a55d6bd943359f6abd17559fc', oline='17', file_name='core/src/test/java/com/google/common/truth/IntegerSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/IterableSubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='6bc59b6bc631375f63f0ad4b2cd5d5a7215a95e0', oline='24', file_name='core/src/test/java/com/google/common/truth/IterableSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/IterableSubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='6bc59b6bc631375f63f0ad4b2cd5d5a7215a95e0', oline='24', file_name='core/src/test/java/com/google/common/truth/IterableSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/LongSubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='78e6add7b3e67306b6d2fd12d5668f560ed0d36a', oline='15', file_name='core/src/test/java/com/google/common/truth/LongSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/LongSubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='78e6add7b3e67306b6d2fd12d5668f560ed0d36a', oline='15', file_name='core/src/test/java/com/google/common/truth/LongSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/MapSubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='9a09931be33f73c5244a2ea717a62c75fdf270dd', oline='18', file_name='core/src/test/java/com/google/common/truth/MapSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/MapSubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='9a09931be33f73c5244a2ea717a62c75fdf270dd', oline='18', file_name='core/src/test/java/com/google/common/truth/MapSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/MultimapSubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='777a5f79bd9b6a31a66341e67093256b90689e71', oline='24', file_name='core/src/test/java/com/google/common/truth/MultimapSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/MultimapSubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='777a5f79bd9b6a31a66341e67093256b90689e71', oline='24', file_name='core/src/test/java/com/google/common/truth/MultimapSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/MultisetSubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='78e6add7b3e67306b6d2fd12d5668f560ed0d36a', oline='16', file_name='core/src/test/java/com/google/common/truth/MultisetSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/MultisetSubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='78e6add7b3e67306b6d2fd12d5668f560ed0d36a', oline='16', file_name='core/src/test/java/com/google/common/truth/MultisetSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/PrimitiveCharArraySubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='c9e4e8db25ba111b1b397e8ad91a07756cc8cb5b', oline='12', file_name='core/src/test/java/com/google/common/truth/PrimitiveCharArraySubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/PrimitiveCharArraySubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='c9e4e8db25ba111b1b397e8ad91a07756cc8cb5b', oline='12', file_name='core/src/test/java/com/google/common/truth/PrimitiveCharArraySubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/PrimitiveLongArraySubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='c9e4e8db25ba111b1b397e8ad91a07756cc8cb5b', oline='12', file_name='core/src/test/java/com/google/common/truth/PrimitiveLongArraySubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/PrimitiveLongArraySubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='c9e4e8db25ba111b1b397e8ad91a07756cc8cb5b', oline='12', file_name='core/src/test/java/com/google/common/truth/PrimitiveLongArraySubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/RelabeledSubjectsTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='23ec6dfe6d427017692be752354c8894a1c1aa6f', oline='13', file_name='core/src/test/java/com/google/common/truth/RelabeledSubjectsTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/RelabeledSubjectsTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='23ec6dfe6d427017692be752354c8894a1c1aa6f', oline='13', file_name='core/src/test/java/com/google/common/truth/RelabeledSubjectsTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/SortedMapSubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='23ec6dfe6d427017692be752354c8894a1c1aa6f', oline='19', file_name='core/src/test/java/com/google/common/truth/SortedMapSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/SortedMapSubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='23ec6dfe6d427017692be752354c8894a1c1aa6f', oline='19', file_name='core/src/test/java/com/google/common/truth/SortedMapSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/SortedSetSubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='23ec6dfe6d427017692be752354c8894a1c1aa6f', oline='19', file_name='core/src/test/java/com/google/common/truth/SortedSetSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/SortedSetSubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='23ec6dfe6d427017692be752354c8894a1c1aa6f', oline='19', file_name='core/src/test/java/com/google/common/truth/SortedSetSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/StackTraceCleanerTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='d6016e60f2c75674c72bf2ae5c7d56dfdf51f217', oline='12', file_name='core/src/test/java/com/google/common/truth/StackTraceCleanerTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/StackTraceCleanerTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='d6016e60f2c75674c72bf2ae5c7d56dfdf51f217', oline='12', file_name='core/src/test/java/com/google/common/truth/StackTraceCleanerTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/StringSubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='23ec6dfe6d427017692be752354c8894a1c1aa6f', oline='15', file_name='core/src/test/java/com/google/common/truth/StringSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/StringSubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='23ec6dfe6d427017692be752354c8894a1c1aa6f', oline='15', file_name='core/src/test/java/com/google/common/truth/StringSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/TableSubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='23ec6dfe6d427017692be752354c8894a1c1aa6f', oline='16', file_name='core/src/test/java/com/google/common/truth/TableSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/TableSubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='23ec6dfe6d427017692be752354c8894a1c1aa6f', oline='16', file_name='core/src/test/java/com/google/common/truth/TableSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Pull Up Attribute,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public expectFailure : ExpectFailure,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='e11b81947b915c3bece07bad1825e6984cb6b342', oline='13', file_name='core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Remove Attribute Annotation,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@@Rule,core/src/test/java/com/google/common/truth/BaseSubjectTestCase.java@package expectFailure : ExpectFailure,"[BlameRes(sha1='e11b81947b915c3bece07bad1825e6984cb6b342', oline='13', file_name='core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Change Method Access Modifier,core/src/test/java/com/google/common/truth/GraphMatchingTest.java@private isAndroid() : boolean,core/src/main/java/com/google/common/truth/Platform.java@package isAndroid() : boolean,"[BlameRes(sha1='4d8a196d526ecc0168e7d11745544c2c4a9b8ad4', oline='333', file_name='core/src/test/java/com/google/common/truth/GraphMatchingTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Change Method Access Modifier,core/src/test/java/com/google/common/truth/StackTraceCleanerTest.java@private isAndroid() : boolean,core/src/main/java/com/google/common/truth/Platform.java@package isAndroid() : boolean,"[BlameRes(sha1='96d762b4b5917dbd515d00303cbfa516d3fdee26', oline='300', file_name='core/src/test/java/com/google/common/truth/StackTraceCleanerTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Move Method,core/src/test/java/com/google/common/truth/GraphMatchingTest.java@private isAndroid() : boolean,core/src/main/java/com/google/common/truth/Platform.java@package isAndroid() : boolean,"[BlameRes(sha1='4d8a196d526ecc0168e7d11745544c2c4a9b8ad4', oline='333', file_name='core/src/test/java/com/google/common/truth/GraphMatchingTest.java')]"
truth,2,"('5c895c31c1deb9d81127209e4261fdf688656812', '61dbafa847d505018670de5ab8781f36b5839be0')",Move Method,core/src/test/java/com/google/common/truth/StackTraceCleanerTest.java@private isAndroid() : boolean,core/src/main/java/com/google/common/truth/Platform.java@package isAndroid() : boolean,"[BlameRes(sha1='96d762b4b5917dbd515d00303cbfa516d3fdee26', oline='300', file_name='core/src/test/java/com/google/common/truth/StackTraceCleanerTest.java')]"
truth,2,"('7e535f32519c6ae7a63f1e53e42b165907df9814', '638a874571fca1c74b84f03e2f59a120d81ef528')",Change Parameter Type,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@map : Multimap<K,M>","extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoSubjectBuilder.java@map : Map<K,M>","[BlameRes(sha1='509cdc11060a018a030a98caa8b1000a1b6d16d0', oline='54', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java')]"
truth,2,"('7e535f32519c6ae7a63f1e53e42b165907df9814', '638a874571fca1c74b84f03e2f59a120d81ef528')",Change Return Type,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@MultimapWithProtoValuesSubject<?,K,M,Multimap<K,M>>","extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoSubjectBuilder.java@MapWithProtoValuesSubject<?,K,M,Map<K,M>>","[BlameRes(sha1='509cdc11060a018a030a98caa8b1000a1b6d16d0', oline='53', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java')]"
truth,2,"('7e535f32519c6ae7a63f1e53e42b165907df9814', '638a874571fca1c74b84f03e2f59a120d81ef528')",Change Parameter Type,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@map : SetMultimap<K,M>","extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoSubjectBuilder.java@map : Map<K,M>","[BlameRes(sha1='509cdc11060a018a030a98caa8b1000a1b6d16d0', oline='67', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java')]"
truth,2,"('7e535f32519c6ae7a63f1e53e42b165907df9814', '638a874571fca1c74b84f03e2f59a120d81ef528')",Change Return Type,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@SetMultimapWithProtoValuesSubject<?,K,M,SetMultimap<K,M>>","extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoSubjectBuilder.java@MapWithProtoValuesSubject<?,K,M,Map<K,M>>","[BlameRes(sha1='509cdc11060a018a030a98caa8b1000a1b6d16d0', oline='66', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java')]"
truth,2,"('7e535f32519c6ae7a63f1e53e42b165907df9814', '638a874571fca1c74b84f03e2f59a120d81ef528')",Change Parameter Type,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@map : ListMultimap<K,M>","extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoSubjectBuilder.java@map : Map<K,M>","[BlameRes(sha1='509cdc11060a018a030a98caa8b1000a1b6d16d0', oline='61', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java')]"
truth,2,"('7e535f32519c6ae7a63f1e53e42b165907df9814', '638a874571fca1c74b84f03e2f59a120d81ef528')",Change Return Type,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@ListMultimapWithProtoValuesSubject<?,K,M,ListMultimap<K,M>>","extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoSubjectBuilder.java@MapWithProtoValuesSubject<?,K,M,Map<K,M>>","[BlameRes(sha1='509cdc11060a018a030a98caa8b1000a1b6d16d0', oline='60', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java')]"
truth,2,"('f49346c893a4ef798e221ae12fd3eb9b24b6744b', '15e6eb09c46d583780136378e66633b6fae4afe9')",Change Variable Type,core/src/main/java/com/google/common/truth/Expect.java@e : AssumptionViolatedException,core/src/main/java/com/google/common/truth/Expect.java@t : Throwable,"[BlameRes(sha1='3468aafcadd57d5afffe2e9ef11b29ad1abb18ab', oline='57', file_name='src/main/java/org/junit/contrib/truth/Expect.java')]"
truth,2,"('f49346c893a4ef798e221ae12fd3eb9b24b6744b', '15e6eb09c46d583780136378e66633b6fae4afe9')",Rename Variable,core/src/main/java/com/google/common/truth/Expect.java@e : AssumptionViolatedException,core/src/main/java/com/google/common/truth/Expect.java@t : Throwable,"[BlameRes(sha1='3468aafcadd57d5afffe2e9ef11b29ad1abb18ab', oline='57', file_name='src/main/java/org/junit/contrib/truth/Expect.java')]"
truth,2,"('031ac4777780a73a95a8eccf8d887b6997138c73', '631cd572c799b097bbb865fed40bd2c03a792dca')",Rename Method,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessage_null() : void,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessageThat_null() : void,"[BlameRes(sha1='7b28c1d5c62acad597dabc5d51cdd9bd8ea4da4e', oline='17', file_name='core/src/test/java/com/google/common/truth/ThrowableTest.java')]"
truth,2,"('031ac4777780a73a95a8eccf8d887b6997138c73', '631cd572c799b097bbb865fed40bd2c03a792dca')",Rename Method,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessage_failure() : void,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessageThat_failure() : void,"[BlameRes(sha1='7b28c1d5c62acad597dabc5d51cdd9bd8ea4da4e', oline='23', file_name='core/src/test/java/com/google/common/truth/ThrowableTest.java')]"
truth,2,"('031ac4777780a73a95a8eccf8d887b6997138c73', '631cd572c799b097bbb865fed40bd2c03a792dca')",Extract Method,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessage_null() : void,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessageThat() : void,"[BlameRes(sha1='7b28c1d5c62acad597dabc5d51cdd9bd8ea4da4e', oline='17', file_name='core/src/test/java/com/google/common/truth/ThrowableTest.java')]"
truth,2,"('031ac4777780a73a95a8eccf8d887b6997138c73', '631cd572c799b097bbb865fed40bd2c03a792dca')",Extract Method,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessage_MessageHasNullMessage_failure() : void,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessageThat() : void,"[BlameRes(sha1='7b28c1d5c62acad597dabc5d51cdd9bd8ea4da4e', oline='36', file_name='core/src/test/java/com/google/common/truth/ThrowableTest.java')]"
truth,2,"('031ac4777780a73a95a8eccf8d887b6997138c73', '631cd572c799b097bbb865fed40bd2c03a792dca')",Extract Variable,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@npe : NullPointerException,"[BlameRes(sha1='b4fa3d5476a6461999f6165b5b59791bfe4dd6ac', oline='35', file_name='core/src/test/java/com/google/common/truth/ThrowableTest.java')]"
truth,2,"('031ac4777780a73a95a8eccf8d887b6997138c73', '631cd572c799b097bbb865fed40bd2c03a792dca')",Extract Method,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessage_NullMessageHasMessage_failure() : void,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessageThat() : void,"[BlameRes(sha1='7b28c1d5c62acad597dabc5d51cdd9bd8ea4da4e', oline='47', file_name='core/src/test/java/com/google/common/truth/ThrowableTest.java')]"
truth,2,"('7c931b25728716bae3d52960e68a0543347db9a0', 'd2695d0bfa98efa823638bb108bc9dbcc457aa96')",Remove Parameter,core/src/main/java/com/google/common/truth/Subject.java@part : Object,"core/src/main/java/com/google/common/truth/Subject.java@private failComparingToStrings(verb String, subject Object, other Object, displayOther Object, compareToStrings boolean) : void","[BlameRes(sha1='98510e30b1d3535c2ce5e52b741580d7e39aa5c7', oline='155', file_name='core/src/main/java/com/google/common/truth/Subject.java')]"
truth,2,"('3526ad2eda4d1e158f05c5c560033ffd7aea3853', '7186c2b171b40c67fae951ef404a8084783116df')",Rename Method,core/src/main/java/com/google/common/truth/MapSubject.java@public hasValue(key V) : void,core/src/main/java/com/google/common/truth/MapSubject.java@public containsKey(key Object) : void,"[BlameRes(sha1='fb1a26595a36822ee8bbfb74f3697bdea2c59f4a', oline='51', file_name='core/src/main/java/org/truth0/subjects/MapSubject.java')]"
truth,2,"('3526ad2eda4d1e158f05c5c560033ffd7aea3853', '7186c2b171b40c67fae951ef404a8084783116df')",Rename Method,core/src/main/java/com/google/common/truth/MapSubject.java@public lacksValue(key V) : void,core/src/main/java/com/google/common/truth/MapSubject.java@public doesNotContainKey(key Object) : void,"[BlameRes(sha1='fb1a26595a36822ee8bbfb74f3697bdea2c59f4a', oline='57', file_name='core/src/main/java/org/truth0/subjects/MapSubject.java')]"
truth,2,"('3526ad2eda4d1e158f05c5c560033ffd7aea3853', '7186c2b171b40c67fae951ef404a8084783116df')",Change Parameter Type,core/src/main/java/com/google/common/truth/MapSubject.java@key : V,core/src/main/java/com/google/common/truth/MapSubject.java@key : Object,"[BlameRes(sha1='fb1a26595a36822ee8bbfb74f3697bdea2c59f4a', oline='51', file_name='core/src/main/java/org/truth0/subjects/MapSubject.java')]"
truth,2,"('3526ad2eda4d1e158f05c5c560033ffd7aea3853', '7186c2b171b40c67fae951ef404a8084783116df')",Change Parameter Type,core/src/main/java/com/google/common/truth/MapSubject.java@key : V,core/src/main/java/com/google/common/truth/MapSubject.java@key : Object,"[BlameRes(sha1='fb1a26595a36822ee8bbfb74f3697bdea2c59f4a', oline='57', file_name='core/src/main/java/org/truth0/subjects/MapSubject.java')]"
truth,2,"('9a36c3e04ccc1f9e42d483c651c6b83013b3cd65', 'd26eeedaf7f938532c77b376468504f16958ada8')",Extract And Move Method,src/test/java/org/junit/contrib/truth/extensiontest/MySubject.java@public matches(object MyType) : And<MySubject>,src/main/java/org/junit/contrib/truth/subjects/Subject.java@protected nextChain() : And<S>,"[BlameRes(sha1='250ee39f9321dbf6d5d8806abd890b078498546a', oline='14', file_name='src/test/java/org/junit/contrib/truth/extensiontest/MySubject.java')]"
truth,2,"('6a3d3706d26572a65962ada1a8a233f72fb2edfe', '35a85a82c205af458fe584bd755ac35458883cc0')",Move And Rename Class,src/test/java/test/org/junit/contrib/truth/IntegerTests.java@test.org.junit.contrib.truth.IntegerTests,src/test/java/org/junit/contrib/truth/IntegerTest.java@org.junit.contrib.truth.IntegerTest,"[BlameRes(sha1='c16b8449c5c17fea26a92cd287bfa7c3ed2e38a5', oline='9', file_name='src/test/java/test/org/junit/contrib/truth/IntegerTests.java')]"
truth,2,"('6a3d3706d26572a65962ada1a8a233f72fb2edfe', '35a85a82c205af458fe584bd755ac35458883cc0')",Move Package,src/test/java/test/org/junit/contrib/truth/IntegerTests.java@test.org.junit.contrib.truth.IntegerTests,src/test/java/org/junit/contrib/truth/IntegerTest.java@org.junit.contrib.truth.IntegerTest,"[BlameRes(sha1='c16b8449c5c17fea26a92cd287bfa7c3ed2e38a5', oline='9', file_name='src/test/java/test/org/junit/contrib/truth/IntegerTests.java')]"
