Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
PocketHub,2,"('e8343015a998933721deb32bad2c67a20d221de1', 'dd023863755cb9a5428ce65d8521c5e77a649725')",Remove Parameter,app/src/main/java/com/github/mobile/android/util/Image.java@radiusX : int,"app/src/main/java/com/github/mobile/android/util/Image.java@public roundCornersAndOverlayOnWhite(source Bitmap, radius int) : Bitmap","[BlameRes(sha1='de2894502057b05f5ccba82603525bafe6347b5c', oline='116', file_name='github-android/src/main/java/com/github/mobile/android/util/Image.java')]",
PocketHub,2,"('e8343015a998933721deb32bad2c67a20d221de1', 'dd023863755cb9a5428ce65d8521c5e77a649725')",Add Parameter,"app/src/main/java/com/github/mobile/android/util/Image.java@public roundCorners(bitmap Bitmap, radiusX int, radiusY int) : Bitmap",app/src/main/java/com/github/mobile/android/util/Image.java@radius : int,"[BlameRes(sha1='de2894502057b05f5ccba82603525bafe6347b5c', oline='116', file_name='github-android/src/main/java/com/github/mobile/android/util/Image.java')]",
PocketHub,2,"('e8343015a998933721deb32bad2c67a20d221de1', 'dd023863755cb9a5428ce65d8521c5e77a649725')",Remove Parameter,app/src/main/java/com/github/mobile/android/util/Image.java@radiusY : int,"app/src/main/java/com/github/mobile/android/util/Image.java@public roundCornersAndOverlayOnWhite(source Bitmap, radius int) : Bitmap","[BlameRes(sha1='de2894502057b05f5ccba82603525bafe6347b5c', oline='116', file_name='github-android/src/main/java/com/github/mobile/android/util/Image.java')]",
PocketHub,2,"('b140724bb80b4d5364e65d09e2cf81047c6f6bc2', '2bf2072fc04b913c98d138ff946436cc58485891')",Move Package,github-android/src/main/java/com/github/android/app/sync/AccountAuthenticatorService.java@com.github.android.app.sync.AccountAuthenticatorService,github-android/src/main/java/com/github/mobile/android/authenticator/AccountAuthenticatorService.java@com.github.mobile.android.authenticator.AccountAuthenticatorService,"[BlameRes(sha1='e3ac9ba0e747d221750f42400d7051e5a9da6fab', oline='18', file_name='github-android/src/main/java/com/github/android/app/sync/AccountAuthenticatorService.java')]",
PocketHub,3,"('390a1526988965660ebc0a4943f9eb2c02a85d92', 'e5bab4aae5abd3b520b18fdc572b4116ae7fd573', 'ea2ed28da16e4beebc9caa9d0abed7dc2559f104')",Rename Parameter,app/src/main/java/com/github/pockethub/ui/gist/CreateGistActivity.java@options : Menu,app/src/main/java/com/github/pockethub/ui/gist/CreateGistActivity.java@menu : Menu,"[BlameRes(sha1='b45105f89d9f340c476e3c7e06a798db5a754689', oline='69', file_name='github-android/src/main/java/com/github/mobile/android/gist/ShareGistActivity.java')]",
PocketHub,3,"('44603eb4c5a5a2c90fff8baec3392904e11bd9ed', 'bff14046dcdef0e3c76ff58742284639068b72ae', '02df8022d420368eb4651863622443737205bd4f')",Move Method,github-android/src/main/java/com/github/mobile/android/repo/RepoBrowseActivity.java@protected onSaveInstanceState(outState Bundle) : void,github-android/src/main/java/com/github/mobile/android/issue/FilterIssuesActivity.java@protected onSaveInstanceState(outState Bundle) : void,"[BlameRes(sha1='8d0d587cea835a705c1e9068a4279511a602cd74', oline='134', file_name='github-android/src/main/java/com/github/mobile/android/repo/RepoBrowseActivity.java')]",
PocketHub,3,"('d5cc14edaf9250e318a8c75416bf1a1633b536ee', 'fd0f16a31a279679fdff2e253a600a91c84365c6', '7fe1380b419666c6525239aa23d01b6bd89a30b7')",Move Method,app/src/main/java/com/github/mobile/ui/search/RepositorySearchActivity.java@public onCreateOptionsMenu(options Menu) : boolean,app/src/main/java/com/github/mobile/ui/search/SearchActivity.java@public onCreateOptionsMenu(options Menu) : boolean,"[BlameRes(sha1='88422a07f27d781f48a6d103d6e7469e5e793fd7', oline='67', file_name='github-android/src/main/java/com/github/mobile/android/repo/RepoSearchActivity.java')]",
PocketHub,3,"('9f994ac39b933d8d0eece19d8ad3a31a33ffb660', '56d86523cffb2df02b75e4f92b445647ca0a3e82', '7107f8a2d5b157971a343c3e75c1a03349fb7770')",Extract And Move Method,app/src/main/java/com/github/mobile/ui/gist/GistFragment.java@private refreshGist() : void,app/src/main/java/com/github/mobile/ui/ItemListFragment.java@protected isUsable() : boolean,"[BlameRes(sha1='7ba5db898b779eb5a0b3f74698ffd6571ebc5446', oline='309', file_name='app/src/main/java/com/github/mobile/android/gist/GistFragment.java')]",
PocketHub,3,"('9f994ac39b933d8d0eece19d8ad3a31a33ffb660', '56d86523cffb2df02b75e4f92b445647ca0a3e82', '7107f8a2d5b157971a343c3e75c1a03349fb7770')",Extract And Move Method,app/src/main/java/com/github/mobile/ui/issue/IssueFragment.java@private refreshIssue() : void,app/src/main/java/com/github/mobile/ui/ItemListFragment.java@protected isUsable() : boolean,"[BlameRes(sha1='d6e530a111e8008c88cd4a9242aaeb23e6284acc', oline='227', file_name='app/src/main/java/com/github/mobile/android/ui/issue/IssueFragment.java')]",
PocketHub,3,"('1a3da6e18e887f08754a5fd50804d1396a9b887c', '4bdad4ce2377d6039bef59d1abc3950b3404852f', '5976fc2c62614f20cbfc1b606983beef508219c3')",Rename Attribute,app/src/main/java/com/github/mobile/ui/issue/LabelDrawableSpan.java@borderColor : int,app/src/main/java/com/github/mobile/ui/issue/LabelDrawableSpan.java@textColor : int,"[BlameRes(sha1='1c378b38298df14f40ceb34aec6b22c95bbe7b08', oline='64', file_name='app/src/main/java/com/github/mobile/ui/issue/LabelDrawableSpan.java')]",
PocketHub,3,"('f37228de340b114571046656ffe3407f692f373e', 'fc61326938db95f5b4e469d387c26c75e120362c', '53ef3a2a4321448d9c9a81591d858a3dc7eb441b')",Rename Variable,app/src/main/java/com/github/mobile/android/util/AvatarHelper.java@bitmap : Bitmap,app/src/main/java/com/github/mobile/android/util/AvatarHelper.java@image : Bitmap,"[BlameRes(sha1='5866369d0d723560e80b8df3435ca42a381b1715', oline='150', file_name='app/src/main/java/com/github/mobile/android/util/AvatarHelper.java')]",
PocketHub,3,"('f37228de340b114571046656ffe3407f692f373e', 'fc61326938db95f5b4e469d387c26c75e120362c', '53ef3a2a4321448d9c9a81591d858a3dc7eb441b')",Rename Variable,app/src/main/java/com/github/mobile/android/util/AvatarHelper.java@bitmap : Bitmap,app/src/main/java/com/github/mobile/android/util/AvatarHelper.java@image : Bitmap,"[BlameRes(sha1='5866369d0d723560e80b8df3435ca42a381b1715', oline='199', file_name='app/src/main/java/com/github/mobile/android/util/AvatarHelper.java')]",
PocketHub,3,"('0be56a4eb6dbad7b0f13f243b9e353e3269c52f2', 'c7c199f79853c13bee4d37730d8f24064ad31afc', 'd8e0cd7a74e14906073109e6369739076af56d5b')",Move And Rename Class,app/src/main/java/com/github/pockethub/accounts/TwoFactorAuthException.java@com.github.pockethub.accounts.TwoFactorAuthException,app/src/main/java/com/github/pockethub/core/NoSuchPageException.java@com.github.pockethub.core.NoSuchPageException,"[BlameRes(sha1='52c3705b4f97eaf6b824d187427be126dbad831f', oline='5', file_name='app/src/main/java/com/github/mobile/accounts/TwoFactorAuthException.java')]",
PocketHub,3,"('0be56a4eb6dbad7b0f13f243b9e353e3269c52f2', 'c7c199f79853c13bee4d37730d8f24064ad31afc', 'd8e0cd7a74e14906073109e6369739076af56d5b')",Remove Method Annotation,app/src/main/java/com/github/pockethub/accounts/TwoFactorAuthException.java@@Override,app/src/main/java/com/github/pockethub/core/NoSuchPageException.java@public getMessage() : String,"[BlameRes(sha1='52c3705b4f97eaf6b824d187427be126dbad831f', oline='18', file_name='app/src/main/java/com/github/mobile/accounts/TwoFactorAuthException.java')]",
PocketHub,3,"('0be56a4eb6dbad7b0f13f243b9e353e3269c52f2', 'c7c199f79853c13bee4d37730d8f24064ad31afc', 'd8e0cd7a74e14906073109e6369739076af56d5b')",Remove Method Annotation,app/src/main/java/com/github/pockethub/accounts/TwoFactorAuthException.java@@Override,app/src/main/java/com/github/pockethub/core/NoSuchPageException.java@public getCause() : IOException,"[BlameRes(sha1='52c3705b4f97eaf6b824d187427be126dbad831f', oline='23', file_name='app/src/main/java/com/github/mobile/accounts/TwoFactorAuthException.java')]",
PocketHub,3,"('38a84ae7d4ec4176f8651391dc48d1674a6ec297', 'f2d00d43d8990692cf56a5f0aa6c9fbc09974f73', 'c58659bcfab7e63f781906b781fe51c496b5a299')",Change Attribute Access Modifier,app/src/main/java/com/github/mobile/ui/user/UserViewActivity.java@private pager : ViewPager,app/src/main/java/com/github/mobile/ui/TabPagerActivity.java@protected pager : ViewPager,"[BlameRes(sha1='0c31a094a3af50b6a2a154561ad6ef9661bc51ad', oline='39', file_name='app/src/main/java/com/github/mobile/ui/user/UserViewActivity.java')]",
PocketHub,3,"('38a84ae7d4ec4176f8651391dc48d1674a6ec297', 'f2d00d43d8990692cf56a5f0aa6c9fbc09974f73', 'c58659bcfab7e63f781906b781fe51c496b5a299')",Pull Up Attribute,app/src/main/java/com/github/mobile/ui/user/UserViewActivity.java@private pager : ViewPager,app/src/main/java/com/github/mobile/ui/TabPagerActivity.java@protected pager : ViewPager,"[BlameRes(sha1='0c31a094a3af50b6a2a154561ad6ef9661bc51ad', oline='39', file_name='app/src/main/java/com/github/mobile/ui/user/UserViewActivity.java')]",
PocketHub,3,"('38a84ae7d4ec4176f8651391dc48d1674a6ec297', 'f2d00d43d8990692cf56a5f0aa6c9fbc09974f73', 'c58659bcfab7e63f781906b781fe51c496b5a299')",Remove Attribute Annotation,app/src/main/java/com/github/mobile/ui/user/UserViewActivity.java@@InjectView(id.vp_pages),app/src/main/java/com/github/mobile/ui/TabPagerActivity.java@protected pager : ViewPager,"[BlameRes(sha1='0c31a094a3af50b6a2a154561ad6ef9661bc51ad', oline='38', file_name='app/src/main/java/com/github/mobile/ui/user/UserViewActivity.java')]",
PocketHub,3,"('3fb1b0d210bf4e27aa2d9dc2ef428adaa1fe1d1e', 'c71fe61bdaee9ee08984311453f1c938ea1762d2', '339e71916a2096168615629ccd94121a6c02bb63')",Move And Inline Method,"app/src/main/java/com/github/mobile/ui/repo/DefaultRepositoryListAdapter.java@public registerHeader(repository Repository, previous Repository, text String) : DefaultRepositoryListAdapter","app/src/main/java/com/github/mobile/ui/repo/RepositoryListFragment.java@public onCreateLoader(id int, args Bundle) : Loader<List<Repository>>","[BlameRes(sha1='030a31f2fe4ffc4a197eebf2cf867ddb366507df', oline='46', file_name='app/src/main/java/com/github/mobile/ui/repo/DefaultRepositoryListAdapter.java')]",
PocketHub,3,"('fd490e228f83751740fc88f216f31e5d646ed4e5', '6f7fef3faf557f38760a49c1b9dc4a5d1a124f49', '5fc92cafb8a9159561e1b69f5b796a616549ba68')",Move Attribute,app/src/main/java/com/github/mobile/ui/issue/CreateIssueActivity.java@private milestoneText : TextView,app/src/main/java/com/github/mobile/ui/issue/EditIssueActivity.java@private milestoneText : TextView,"[BlameRes(sha1='4614d4f18226ce8f19559aa0030260e5bfafcd6c', oline='114', file_name='app/src/main/java/com/github/mobile/issue/CreateIssueActivity.java')]",G
PocketHub,3,"('fd490e228f83751740fc88f216f31e5d646ed4e5', '6f7fef3faf557f38760a49c1b9dc4a5d1a124f49', '5fc92cafb8a9159561e1b69f5b796a616549ba68')",Move Attribute,app/src/main/java/com/github/mobile/ui/issue/CreateIssueActivity.java@private assigneeAvatar : ImageView,app/src/main/java/com/github/mobile/ui/issue/EditIssueActivity.java@private assigneeAvatar : ImageView,"[BlameRes(sha1='4614d4f18226ce8f19559aa0030260e5bfafcd6c', oline='108', file_name='app/src/main/java/com/github/mobile/issue/CreateIssueActivity.java')]",
PocketHub,3,"('fd490e228f83751740fc88f216f31e5d646ed4e5', '6f7fef3faf557f38760a49c1b9dc4a5d1a124f49', '5fc92cafb8a9159561e1b69f5b796a616549ba68')",Move Attribute,app/src/main/java/com/github/mobile/ui/issue/CreateIssueActivity.java@private assigneeText : TextView,app/src/main/java/com/github/mobile/ui/issue/EditIssueActivity.java@private assigneeText : TextView,"[BlameRes(sha1='4614d4f18226ce8f19559aa0030260e5bfafcd6c', oline='105', file_name='app/src/main/java/com/github/mobile/issue/CreateIssueActivity.java')]",
