Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
helios,2,"('45e0f38a6ddb36edca2098c15f6b3d2033223f20', '1425e10921c628b88249f97ed5ba029236186622')",Move Method,helios-authentication/src/test/java/com/spotify/helios/auth/basic/BasicServerAuthenticationTest.java@public authenticationNotRequired_BadCredentials() : void,helios-authentication/src/test/java/com/spotify/helios/auth/AuthInjectableProviderTest.java@public authenticationNotRequired_BadCredentials() : void,"[BlameRes(sha1='f6c418fd063a088202715021f274421658f721be', oline='80', file_name='helios-authentication/src/test/java/com/spotify/helios/auth/basic/BasicServerAuthenticationTest.java')]",
helios,2,"('45e0f38a6ddb36edca2098c15f6b3d2033223f20', '1425e10921c628b88249f97ed5ba029236186622')",Move Method,helios-authentication/src/test/java/com/spotify/helios/auth/basic/BasicServerAuthenticationTest.java@private hasStatus(sc int) : StatusCodeMatcher,helios-authentication/src/test/java/com/spotify/helios/auth/AuthInjectableProviderTest.java@private hasStatus(sc int) : StatusCodeMatcher,"[BlameRes(sha1='f6c418fd063a088202715021f274421658f721be', oline='116', file_name='helios-authentication/src/test/java/com/spotify/helios/auth/basic/BasicServerAuthenticationTest.java')]",
helios,2,"('45e0f38a6ddb36edca2098c15f6b3d2033223f20', '1425e10921c628b88249f97ed5ba029236186622')",Move Method,helios-authentication/src/test/java/com/spotify/helios/auth/basic/BasicServerAuthenticationTest.java@public authenticationRequired_NoCredentials() : void,helios-authentication/src/test/java/com/spotify/helios/auth/AuthInjectableProviderTest.java@public authenticationRequired_NoCredentials() : void,"[BlameRes(sha1='f6c418fd063a088202715021f274421658f721be', oline='121', file_name='helios-authentication/src/test/java/com/spotify/helios/auth/basic/BasicServerAuthenticationTest.java')]",
helios,2,"('45e0f38a6ddb36edca2098c15f6b3d2033223f20', '1425e10921c628b88249f97ed5ba029236186622')",Move Method,helios-authentication/src/test/java/com/spotify/helios/auth/basic/BasicServerAuthenticationTest.java@public authenticationRequired_BadCredentials() : void,helios-authentication/src/test/java/com/spotify/helios/auth/AuthInjectableProviderTest.java@public authenticationRequired_BadCredentials() : void,"[BlameRes(sha1='f6c418fd063a088202715021f274421658f721be', oline='133', file_name='helios-authentication/src/test/java/com/spotify/helios/auth/basic/BasicServerAuthenticationTest.java')]",
helios,2,"('45e0f38a6ddb36edca2098c15f6b3d2033223f20', '1425e10921c628b88249f97ed5ba029236186622')",Move Attribute,helios-authentication/src/test/java/com/spotify/helios/auth/basic/BasicServerAuthenticationTest.java@public exception : ExpectedException,helios-authentication/src/test/java/com/spotify/helios/auth/AuthInjectableProviderTest.java@public exception : ExpectedException,"[BlameRes(sha1='f6c418fd063a088202715021f274421658f721be', oline='36', file_name='helios-authentication/src/test/java/com/spotify/helios/auth/basic/BasicServerAuthenticationTest.java')]",
helios,2,"('45e0f38a6ddb36edca2098c15f6b3d2033223f20', '1425e10921c628b88249f97ed5ba029236186622')",Move Method,helios-crtauth/src/test/java/com/spotify/helios/auth/crt/CrtAuthProviderTest.java@public authenticationNotRequired_NoCredentials() : void,helios-authentication/src/test/java/com/spotify/helios/auth/AuthInjectableProviderTest.java@public authenticationNotRequired_NoCredentials() : void,"[BlameRes(sha1='a3ac999d75786d222955268eaf77b1b156922bcd', oline='68', file_name='helios-crtauth/src/test/java/com/spotify/helios/auth/crt/CrtAuthProviderTest.java')]",
helios,2,"('45e0f38a6ddb36edca2098c15f6b3d2033223f20', '1425e10921c628b88249f97ed5ba029236186622')",Move Method,helios-crtauth/src/test/java/com/spotify/helios/auth/crt/CrtAuthProviderTest.java@public authenticationNotRequired_BadCredentials() : void,helios-authentication/src/test/java/com/spotify/helios/auth/AuthInjectableProviderTest.java@public authenticationNotRequired_BadCredentials() : void,"[BlameRes(sha1='a3ac999d75786d222955268eaf77b1b156922bcd', oline='77', file_name='helios-crtauth/src/test/java/com/spotify/helios/auth/crt/CrtAuthProviderTest.java')]",
helios,2,"('45e0f38a6ddb36edca2098c15f6b3d2033223f20', '1425e10921c628b88249f97ed5ba029236186622')",Move Method,helios-crtauth/src/test/java/com/spotify/helios/auth/crt/CrtAuthProviderTest.java@private hasStatus(sc int) : StatusCodeMatcher,helios-authentication/src/test/java/com/spotify/helios/auth/AuthInjectableProviderTest.java@private hasStatus(sc int) : StatusCodeMatcher,"[BlameRes(sha1='a3ac999d75786d222955268eaf77b1b156922bcd', oline='105', file_name='helios-crtauth/src/test/java/com/spotify/helios/auth/crt/CrtAuthProviderTest.java')]",
helios,2,"('45e0f38a6ddb36edca2098c15f6b3d2033223f20', '1425e10921c628b88249f97ed5ba029236186622')",Move Method,helios-crtauth/src/test/java/com/spotify/helios/auth/crt/CrtAuthProviderTest.java@public authenticationRequired_NoCredentials() : void,helios-authentication/src/test/java/com/spotify/helios/auth/AuthInjectableProviderTest.java@public authenticationRequired_NoCredentials() : void,"[BlameRes(sha1='a3ac999d75786d222955268eaf77b1b156922bcd', oline='110', file_name='helios-crtauth/src/test/java/com/spotify/helios/auth/crt/CrtAuthProviderTest.java')]",
helios,2,"('45e0f38a6ddb36edca2098c15f6b3d2033223f20', '1425e10921c628b88249f97ed5ba029236186622')",Move Method,helios-crtauth/src/test/java/com/spotify/helios/auth/crt/CrtAuthProviderTest.java@public authenticationRequired_BadCredentials() : void,helios-authentication/src/test/java/com/spotify/helios/auth/AuthInjectableProviderTest.java@public authenticationRequired_BadCredentials() : void,"[BlameRes(sha1='f6c418fd063a088202715021f274421658f721be', oline='14', file_name='helios-crtauth/src/test/java/com/spotify/helios/auth/crt/CrtAuthProviderTest.java')]",
helios,2,"('45e0f38a6ddb36edca2098c15f6b3d2033223f20', '1425e10921c628b88249f97ed5ba029236186622')",Move Attribute,helios-crtauth/src/test/java/com/spotify/helios/auth/crt/CrtAuthProviderTest.java@public exception : ExpectedException,helios-authentication/src/test/java/com/spotify/helios/auth/AuthInjectableProviderTest.java@public exception : ExpectedException,"[BlameRes(sha1='a3ac999d75786d222955268eaf77b1b156922bcd', oline='33', file_name='helios-crtauth/src/test/java/com/spotify/helios/auth/crt/CrtAuthProviderTest.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Extract Method,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@public removeJob(id JobId) : Job,"helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@public removeJob(id JobId, token String) : Job","[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='366', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Extract Method,"helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@public deployJob(host String, deployment Deployment) : void","helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@public deployJob(host String, deployment Deployment, token String) : void","[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='407', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Extract Method,"helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@public updateDeployment(host String, deployment Deployment) : void","helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@public updateDeployment(host String, deployment Deployment, token String) : void","[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='532', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Extract Method,"helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@public undeployJob(host String, jobId JobId) : Deployment","helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@public undeployJob(host String, jobId JobId, token String) : Deployment","[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='737', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Rename Parameter,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@id : JobId,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@jobId : JobId,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='367', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Remove Parameter Modifier,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@id : JobId,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@jobId : JobId,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='367', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Remove Parameter Modifier,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@host : String,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@host : String,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='408', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Rename Parameter,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@deployment : Deployment,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@job : Deployment,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='408', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Remove Parameter Modifier,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@deployment : Deployment,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@job : Deployment,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='408', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Remove Parameter Modifier,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@host : String,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@host : String,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='533', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Remove Parameter Modifier,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@deployment : Deployment,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@deployment : Deployment,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='533', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Remove Parameter Modifier,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@host : String,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@host : String,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='738', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('29d3378f2b9b3dafad32185ae2e8437d164847c9', '8301991f0ec348b5297193bcab8d229ec42a68f6')",Remove Parameter Modifier,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@jobId : JobId,helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java@jobId : JobId,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='738', file_name='helios-services/src/main/java/com/spotify/helios/master/ZooKeeperMasterModel.java')]",
helios,2,"('53cb164bcd9b09c7ab5c3c339547b8b51f46f950', '7132dac25b7f2168108453866e2f7a5f7df55d5e')",Rename Variable,helios-system-tests/src/main/java/com/spotify/helios/system/VolumeTest.java@foo : byte[],helios-system-tests/src/main/java/com/spotify/helios/system/VolumeTest.java@bytes : byte[],"[BlameRes(sha1='42628a224235c3f5811762b0e81d4e9445271635', oline='72', file_name='helios-system-tests/src/main/java/com/spotify/helios/system/VolumeTest.java')]",
helios,2,"('8f52a05a01aa646d19340926ee721ffc0a2d0732', 'dbac7a502a516ea9c2093ce45f7a24966916c818')",Add Parameter,"helios-services/src/main/java/com/spotify/helios/agent/SyslogRedirectingContainerDecorator.java@public decorateHostConfig(dockerVersion Optional<String>, hostConfig HostConfig.Builder) : void",helios-services/src/main/java/com/spotify/helios/agent/SyslogRedirectingContainerDecorator.java@job : Job,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='25', file_name='helios-services/src/main/java/com/spotify/helios/agent/SyslogRedirectingContainerDecorator.java')]",
helios,2,"('c56e8849c4258d88f87fd2b666ebd16c91d0659f', '1ccae6e241ece58e10135ccc9fdb11c03b732628')",Add Parameter,"helios-services/src/main/java/com/spotify/helios/master/DeadAgentReaper.java@public DeadAgentReaper(masterModel MasterModel, timeout long, timeUnit TimeUnit)",helios-services/src/main/java/com/spotify/helios/master/DeadAgentReaper.java@clock : Clock,"[BlameRes(sha1='0a4051f99ad31a06f6ed2039dc5b0a95646018df', oline='32', file_name='helios-services/src/main/java/com/spotify/helios/master/DeadAgentReaper.java')]",
helios,2,"('32ffc7ff70d497ee9952c4bf9df49129ed94a941', 'f823d152e4272bdc0353a4f08450ad638386ab7f')",Pull Up Attribute,helios-client/src/main/java/com/spotify/helios/client/HttpsHandlers.java@private log : Logger,helios-client/src/main/java/com/spotify/helios/client/HttpsHandlers.java@private log : Logger,"[BlameRes(sha1='f75b9fa389f05cfbbbf57cd280f6ba52a13ca5a4', oline='43', file_name='helios-client/src/main/java/com/spotify/helios/client/HttpsHandlers.java')]",
helios,2,"('a8c02429427bf8c27e150fee3aa1d49595f1ecc5', 'b84ff56c77c1ffe3d7c8d20701778aa5734c3751')",Change Attribute Access Modifier,helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloDeployment.java@package dockerHost : DockerHost,helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloDeployment.java@private dockerHost : DockerHost,"[BlameRes(sha1='01c64b9439e8840d95789ec6e615b35a144df988', oline='47', file_name='helios-testing/src/main/java/com/spotify/helios/testing/HeliosSoloDeployment.java')]",
helios,2,"('cede1cfa99adefde799865da9d55f1b3fad76525', '243c5dc3693032661eebde00e3b640e30bda9f5b')",Remove Parameter,helios-client/src/main/java/com/spotify/helios/client/AuthenticatingHttpConnector.java@identity : Identity,"helios-client/src/main/java/com/spotify/helios/client/DefaultHttpConnector.java@private handleHttps(connection HttpURLConnection, hostname String) : void","[BlameRes(sha1='47367c54d4e603ee123fc7f8268832d3b350d25a', oline='123', file_name='helios-client/src/main/java/com/spotify/helios/client/AuthenticatingHttpConnector.java')]",
helios,2,"('cede1cfa99adefde799865da9d55f1b3fad76525', '243c5dc3693032661eebde00e3b640e30bda9f5b')",Move Method,"helios-client/src/main/java/com/spotify/helios/client/AuthenticatingHttpConnector.java@private handleHttps(connection HttpURLConnection, hostname String, identity Identity) : void","helios-client/src/main/java/com/spotify/helios/client/DefaultHttpConnector.java@private handleHttps(connection HttpURLConnection, hostname String) : void","[BlameRes(sha1='47367c54d4e603ee123fc7f8268832d3b350d25a', oline='122', file_name='helios-client/src/main/java/com/spotify/helios/client/AuthenticatingHttpConnector.java')]",
helios,2,"('0d07c745ab0bbcba929b71ca30fa205a26564480', '62882fd35ee30bf59b77d0a3df026f9574cd7d32')",Add Parameter,"helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java@package DefaultRequestDispatcher(endpoints List<Endpoint>, user String, executorService ListeningExecutorService, sslHostnameVerificationEnabled boolean)",helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java@httpConnector : HttpConnector,"[BlameRes(sha1='811ce23fb29a7b2cba9a2429755c8b3654c3df6d', oline='65', file_name='helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java')]",
helios,2,"('0d07c745ab0bbcba929b71ca30fa205a26564480', '62882fd35ee30bf59b77d0a3df026f9574cd7d32')",Remove Parameter,helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java@endpoints : List<Endpoint>,"helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java@package DefaultRequestDispatcher(httpConnector HttpConnector, executorService ListeningExecutorService, sslHostnameVerificationEnabled boolean)","[BlameRes(sha1='811ce23fb29a7b2cba9a2429755c8b3654c3df6d', oline='65', file_name='helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java')]",
helios,2,"('0d07c745ab0bbcba929b71ca30fa205a26564480', '62882fd35ee30bf59b77d0a3df026f9574cd7d32')",Remove Parameter,helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java@user : String,"helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java@package DefaultRequestDispatcher(httpConnector HttpConnector, executorService ListeningExecutorService, sslHostnameVerificationEnabled boolean)","[BlameRes(sha1='87257dac4937b277e84b8d1759f6774cf1d50572', oline='67', file_name='helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java')]",
helios,2,"('0d07c745ab0bbcba929b71ca30fa205a26564480', '62882fd35ee30bf59b77d0a3df026f9574cd7d32')",Rename Attribute,helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java@endpointIterator : EndpointIterator,helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java@httpConnector : HttpConnector,"[BlameRes(sha1='e5670a4892860ef355e8d3f6741a0c7c23fea187', oline='60', file_name='helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java')]",
helios,2,"('0d07c745ab0bbcba929b71ca30fa205a26564480', '62882fd35ee30bf59b77d0a3df026f9574cd7d32')",Change Attribute Type,helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java@endpointIterator : EndpointIterator,helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java@httpConnector : HttpConnector,"[BlameRes(sha1='e5670a4892860ef355e8d3f6741a0c7c23fea187', oline='60', file_name='helios-client/src/main/java/com/spotify/helios/client/DefaultRequestDispatcher.java')]",
helios,2,"('811ce23fb29a7b2cba9a2429755c8b3654c3df6d', '87257dac4937b277e84b8d1759f6774cf1d50572')",Move Class,helios-services/src/main/java/com/spotify/helios/agent/Clock.java@com.spotify.helios.agent.Clock,helios-client/src/main/java/com/spotify/helios/common/Clock.java@com.spotify.helios.common.Clock,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='6', file_name='helios-services/src/main/java/com/spotify/helios/agent/Clock.java')]",
helios,2,"('811ce23fb29a7b2cba9a2429755c8b3654c3df6d', '87257dac4937b277e84b8d1759f6774cf1d50572')",Move Class,helios-services/src/main/java/com/spotify/helios/agent/SystemClock.java@com.spotify.helios.agent.SystemClock,helios-client/src/main/java/com/spotify/helios/common/SystemClock.java@com.spotify.helios.common.SystemClock,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='6', file_name='helios-services/src/main/java/com/spotify/helios/agent/SystemClock.java')]",
helios,2,"('623b5d3e5c9d74ca03082fe728dea52fbadc4a93', '8d38927f3621cebf232805bd74b25ea79203814a')",Rename Method,helios-client/src/main/java/com/spotify/helios/client/HeliosClient.java@private checkprotocolVersionStatus(connection HttpURLConnection) : void,helios-client/src/main/java/com/spotify/helios/client/HeliosClient.java@private checkProtocolVersionStatus(response Response) : void,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='201', file_name='helios-client/src/main/java/com/spotify/helios/client/HeliosClient.java')]",
helios,2,"('623b5d3e5c9d74ca03082fe728dea52fbadc4a93', '8d38927f3621cebf232805bd74b25ea79203814a')",Change Parameter Type,helios-client/src/main/java/com/spotify/helios/client/HeliosClient.java@connection : HttpURLConnection,helios-client/src/main/java/com/spotify/helios/client/HeliosClient.java@response : Response,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='201', file_name='helios-client/src/main/java/com/spotify/helios/client/HeliosClient.java')]",
helios,2,"('623b5d3e5c9d74ca03082fe728dea52fbadc4a93', '8d38927f3621cebf232805bd74b25ea79203814a')",Rename Parameter,helios-client/src/main/java/com/spotify/helios/client/HeliosClient.java@connection : HttpURLConnection,helios-client/src/main/java/com/spotify/helios/client/HeliosClient.java@response : Response,"[BlameRes(sha1='cf39c89e110d47551cc6a0edac141108a99eaaa0', oline='201', file_name='helios-client/src/main/java/com/spotify/helios/client/HeliosClient.java')]",
