Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause,
sshj,3,"('8311f6386b4bd28201c0bc5694b8581e9d5c8163', '826e45ead1e628deca48c9012254931f81aeb5b6', '6765748f567454929d2a54d21501806050c9154d')",Change Return Type,src/main/java/net/schmizz/sshj/xfer/scp/SCPUploadClient.java@File[],src/main/java/net/schmizz/sshj/xfer/FileSystemFile.java@Iterable<LocalFile>,"[BlameRes(sha1='c724a2aa839f1b064214c23fbc04609e71bb7756', oline='46', file_name='src/main/java/net/schmizz/sshj/xfer/scp/SCPUploadClient.java')]",,
sshj,3,"('8311f6386b4bd28201c0bc5694b8581e9d5c8163', '826e45ead1e628deca48c9012254931f81aeb5b6', '6765748f567454929d2a54d21501806050c9154d')",Move Method,src/main/java/net/schmizz/sshj/xfer/scp/SCPUploadClient.java@private getChildren(f File) : File[],src/main/java/net/schmizz/sshj/xfer/FileSystemFile.java@private getChildren(f File) : Iterable<LocalFile>,"[BlameRes(sha1='c724a2aa839f1b064214c23fbc04609e71bb7756', oline='46', file_name='src/main/java/net/schmizz/sshj/xfer/scp/SCPUploadClient.java')]",,
sshj,4,"('4fbbbe5a482c27dfa5d5266138670b39eb522335', '111bb1f6d23252dce9a75e87b88208df0a5cbc31', 'ce1ed1f671d6930a734edea72b0b33e0c54e7590', '624e9f563e621ad800d23ec915e1f66bd135bc83')",Add Thrown Exception Type,src/main/java/net/schmizz/sshj/xfer/DefaultModeGetter.java@public getLastAccessTime(f LocalFile) : long,src/main/java/net/schmizz/sshj/xfer/FileSystemFile.java@IOException,"[BlameRes(sha1='6765748f567454929d2a54d21501806050c9154d', oline='30', file_name='src/main/java/net/schmizz/sshj/xfer/DefaultModeGetter.java')]",X,
sshj,4,"('4fbbbe5a482c27dfa5d5266138670b39eb522335', '111bb1f6d23252dce9a75e87b88208df0a5cbc31', 'ce1ed1f671d6930a734edea72b0b33e0c54e7590', '624e9f563e621ad800d23ec915e1f66bd135bc83')",Remove Parameter,src/main/java/net/schmizz/sshj/xfer/DefaultModeGetter.java@f : LocalFile,src/main/java/net/schmizz/sshj/xfer/FileSystemFile.java@public getLastAccessTime() : long,"[BlameRes(sha1='6765748f567454929d2a54d21501806050c9154d', oline='31', file_name='src/main/java/net/schmizz/sshj/xfer/DefaultModeGetter.java')]",X,
sshj,4,"('4fbbbe5a482c27dfa5d5266138670b39eb522335', '111bb1f6d23252dce9a75e87b88208df0a5cbc31', 'ce1ed1f671d6930a734edea72b0b33e0c54e7590', '624e9f563e621ad800d23ec915e1f66bd135bc83')",Move Method,src/main/java/net/schmizz/sshj/xfer/DefaultModeGetter.java@public getLastAccessTime(f LocalFile) : long,src/main/java/net/schmizz/sshj/xfer/FileSystemFile.java@public getLastAccessTime() : long,"[BlameRes(sha1='6765748f567454929d2a54d21501806050c9154d', oline='30', file_name='src/main/java/net/schmizz/sshj/xfer/DefaultModeGetter.java')]",X,
sshj,4,"('4fbbbe5a482c27dfa5d5266138670b39eb522335', '111bb1f6d23252dce9a75e87b88208df0a5cbc31', 'ce1ed1f671d6930a734edea72b0b33e0c54e7590', '624e9f563e621ad800d23ec915e1f66bd135bc83')",Remove Parameter,src/main/java/net/schmizz/sshj/xfer/DefaultModeGetter.java@f : LocalFile,src/main/java/net/schmizz/sshj/xfer/FileSystemFile.java@public getPermissions() : int,"[BlameRes(sha1='6765748f567454929d2a54d21501806050c9154d', oline='41', file_name='src/main/java/net/schmizz/sshj/xfer/DefaultModeGetter.java')]",X,
sshj,4,"('4fbbbe5a482c27dfa5d5266138670b39eb522335', '111bb1f6d23252dce9a75e87b88208df0a5cbc31', 'ce1ed1f671d6930a734edea72b0b33e0c54e7590', '624e9f563e621ad800d23ec915e1f66bd135bc83')",Move Method,src/main/java/net/schmizz/sshj/xfer/DefaultModeGetter.java@public getPermissions(f LocalFile) : int,src/main/java/net/schmizz/sshj/xfer/FileSystemFile.java@public getPermissions() : int,"[BlameRes(sha1='6765748f567454929d2a54d21501806050c9154d', oline='40', file_name='src/main/java/net/schmizz/sshj/xfer/DefaultModeGetter.java')]",X,
sshj,5,"('93d11a74ef8385d6839b601257bee91b7970d353', 'bda49d8b626705ece2b0fb1d846046e2e2e2542c', '5c6699dab0b445220966b0d4d677505098c02da5', 'ca8ec7c59c5f0391cfb6034702156794c7ad9788', 'ac656714686913570490adf769bc6417bd840127')",Move Method,src/test/java/net/schmizz/sshj/util/BasicFixture.java@public getServer() : SshServer,src/test/java/com/hierynomus/sshj/test/SshFixture.java@public getServer() : SshServer,"[BlameRes(sha1='036f1c24cac85b4b4de7831c53e9fd182961cc99', oline='84', file_name='src/test/java/net/schmizz/sshj/util/BasicFixture.java')]",X,same name simple function method getServer()
sshj,5,"('218a8664a500751e94ed7753afc71da387f5a497', 'd861753cd12d030aa9fbc4e0c932dd585ee41480', 'e851ffd393c6689451272b128ae9aa658b035c39', '03d94582ec729c05ba826ae176b63d35233b7b3c', '30f87cbee3c7fae9b484e547d2500086094d551d')",Extract Method,"src/main/java/net/schmizz/sshj/common/StreamCopier.java@public copy(in InputStream, out OutputStream, bufSize int, keepFlushing boolean, listener Listener) : long","src/main/java/net/schmizz/sshj/common/StreamCopier.java@private write(buf byte[], count long, read int) : long","[BlameRes(sha1='e6c8eac2ff589fdbee01a77c833e0b5bd1f3d692', oline='33', file_name='src/main/java/net/schmizz/sshj/common/StreamCopier.java')]",G,
sshj,5,"('218a8664a500751e94ed7753afc71da387f5a497', 'd861753cd12d030aa9fbc4e0c932dd585ee41480', 'e851ffd393c6689451272b128ae9aa658b035c39', '03d94582ec729c05ba826ae176b63d35233b7b3c', '30f87cbee3c7fae9b484e547d2500086094d551d')",Remove Parameter,src/main/java/net/schmizz/sshj/common/StreamCopier.java@listener : Listener,src/main/java/net/schmizz/sshj/common/StreamCopier.java@public copy() : long,"[BlameRes(sha1='e6c8eac2ff589fdbee01a77c833e0b5bd1f3d692', oline='33', file_name='src/main/java/net/schmizz/sshj/common/StreamCopier.java')]",,
sshj,5,"('218a8664a500751e94ed7753afc71da387f5a497', 'd861753cd12d030aa9fbc4e0c932dd585ee41480', 'e851ffd393c6689451272b128ae9aa658b035c39', '03d94582ec729c05ba826ae176b63d35233b7b3c', '30f87cbee3c7fae9b484e547d2500086094d551d')",Remove Method Modifier,"src/main/java/net/schmizz/sshj/common/StreamCopier.java@public copy(in InputStream, out OutputStream, bufSize int, keepFlushing boolean, listener Listener) : long",src/main/java/net/schmizz/sshj/common/StreamCopier.java@public copy() : long,"[BlameRes(sha1='e6c8eac2ff589fdbee01a77c833e0b5bd1f3d692', oline='33', file_name='src/main/java/net/schmizz/sshj/common/StreamCopier.java')]",,
sshj,5,"('cfb1ef9383659a9ffaa46acd0fe6b0290bdf5460', '7823957541527aa015de71a7e103d8b9e9a17a07', 'de47d1f23d660420d475fa897583c0c3ec317236', 'a0e3ee0718dd4722d46413054c5a04f6f5764430', 'd836318b935913c15e20dd20781c161f93b710f2')",Rename Method,src/main/java/net/schmizz/sshj/connection/Connection.java@public getTimeout() : int,src/main/java/net/schmizz/sshj/connection/Connection.java@public getTimeoutMs() : int,"[BlameRes(sha1='9907e481784e20d8344858c75c9c8dd81b56c2d7', oline='45', file_name='src/main/java/net/schmizz/sshj/connection/Connection.java')]",,
sshj,5,"('cfb1ef9383659a9ffaa46acd0fe6b0290bdf5460', '7823957541527aa015de71a7e103d8b9e9a17a07', 'de47d1f23d660420d475fa897583c0c3ec317236', 'a0e3ee0718dd4722d46413054c5a04f6f5764430', 'd836318b935913c15e20dd20781c161f93b710f2')",Rename Method,src/main/java/net/schmizz/sshj/connection/Connection.java@public setTimeout(timeout int) : void,src/main/java/net/schmizz/sshj/connection/Connection.java@public setTimeoutMs(timeout int) : void,"[BlameRes(sha1='9907e481784e20d8344858c75c9c8dd81b56c2d7', oline='47', file_name='src/main/java/net/schmizz/sshj/connection/Connection.java')]",,
