Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
jfinal,2,"('0b5c7246cce4b9b43f0617a132b849bf0dac3523', 'f5fa8f4ce132664eed62c8504753c09e0cbc9ea5')",Remove Parameter,src/main/java/com/jfinal/plugin/activerecord/Model.java@config : Config,"src/main/java/com/jfinal/plugin/activerecord/dialect/Dialect.java@public getModelGeneratedKey(model Model<?>, pst PreparedStatement, table Table) : void","[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='246', file_name='src/com/jfinal/plugin/activerecord/Model.java')]",
jfinal,2,"('0b5c7246cce4b9b43f0617a132b849bf0dac3523', 'f5fa8f4ce132664eed62c8504753c09e0cbc9ea5')",Change Method Access Modifier,"src/main/java/com/jfinal/plugin/activerecord/Model.java@private getGeneratedKey(pst PreparedStatement, table Table, config Config) : void","src/main/java/com/jfinal/plugin/activerecord/dialect/Dialect.java@public getModelGeneratedKey(model Model<?>, pst PreparedStatement, table Table) : void","[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='246', file_name='src/com/jfinal/plugin/activerecord/Model.java')]",
jfinal,2,"('0b5c7246cce4b9b43f0617a132b849bf0dac3523', 'f5fa8f4ce132664eed62c8504753c09e0cbc9ea5')",Move And Rename Method,"src/main/java/com/jfinal/plugin/activerecord/Model.java@private getGeneratedKey(pst PreparedStatement, table Table, config Config) : void","src/main/java/com/jfinal/plugin/activerecord/dialect/Dialect.java@public getModelGeneratedKey(model Model<?>, pst PreparedStatement, table Table) : void","[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='246', file_name='src/com/jfinal/plugin/activerecord/Model.java')]",
jfinal,3,"('0cf891403dee90328ffb5b4f1b1c90379c062ac3', '0b5c7246cce4b9b43f0617a132b849bf0dac3523', 'f5fa8f4ce132664eed62c8504753c09e0cbc9ea5')",Change Method Access Modifier,"src/main/java/com/jfinal/plugin/activerecord/DbPro.java@private getGeneratedKey(pst PreparedStatement, record Record, pKeys String[]) : void","src/main/java/com/jfinal/plugin/activerecord/dialect/Dialect.java@public getRecordGeneratedKey(pst PreparedStatement, record Record, pKeys String[]) : void","[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='370', file_name='src/com/jfinal/plugin/activerecord/DbPro.java')]",
jfinal,3,"('0cf891403dee90328ffb5b4f1b1c90379c062ac3', '0b5c7246cce4b9b43f0617a132b849bf0dac3523', 'f5fa8f4ce132664eed62c8504753c09e0cbc9ea5')",Move And Rename Method,"src/main/java/com/jfinal/plugin/activerecord/DbPro.java@private getGeneratedKey(pst PreparedStatement, record Record, pKeys String[]) : void","src/main/java/com/jfinal/plugin/activerecord/dialect/Dialect.java@public getRecordGeneratedKey(pst PreparedStatement, record Record, pKeys String[]) : void","[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='370', file_name='src/com/jfinal/plugin/activerecord/DbPro.java')]",
jfinal,3,"('e9458b147ed8ebd7b590090cd868666897053ed6', 'e5326ade58bcc270e4445e7e9a650f270e576196', '52585b4fb8f6b1a20e212f6f9b8f265ce23f2a77')",Rename Package,src/main/java/com/jfinal/core/typeconverter/IConverter.java@com.jfinal.core.typeconverter.IConverter,src/main/java/com/jfinal/core/converter/IConverter.java@com.jfinal.core.converter.IConverter,"[BlameRes(sha1='a44cd348d89532628d81c620c6c1ac265dccf693', oline='5', file_name='src/main/java/com/jfinal/core/typeconverter/IConverter.java')]",
jfinal,3,"('2ed9de04b9bea6439c8fec4d258b6646e8b37120', '2a4ab6913798e32d6b8ea03cf49adb05da8fd017', 'e7b3be36fc086aef411eccdda7372e6392ff6b9e')",Rename Method,"src/com/jfinal/core/ModelInjector.java@private injectActiveRecordModel(model Model<?>, modelName String, request HttpServletRequest, skipConvertError boolean) : void","src/com/jfinal/core/Injector.java@public injectModel(modelClass Class<T>, modelName String, request HttpServletRequest, skipConvertError boolean) : T","[BlameRes(sha1='c981ad99b499490397082c1b4720f956adc785e8', oline='63', file_name='src/com/jfinal/core/ModelInjector.java')]",C
jfinal,3,"('2ed9de04b9bea6439c8fec4d258b6646e8b37120', '2a4ab6913798e32d6b8ea03cf49adb05da8fd017', 'e7b3be36fc086aef411eccdda7372e6392ff6b9e')",Add Parameter,"src/com/jfinal/core/ModelInjector.java@public inject(modelClass Class<?>, modelName String, request HttpServletRequest, skipConvertError boolean) : T",src/com/jfinal/core/Injector.java@beanClass : Class<T>,"[BlameRes(sha1='4f135f59a241ffb3219dc000fbbfb1ea22ed4c6f', oline='21', file_name='jfinal/src/com/jfinal/core/ModelInjector.java')]",C
jfinal,3,"('2ed9de04b9bea6439c8fec4d258b6646e8b37120', '2a4ab6913798e32d6b8ea03cf49adb05da8fd017', 'e7b3be36fc086aef411eccdda7372e6392ff6b9e')",Change Variable Type,src/com/jfinal/core/ModelInjector.java@methods : Method[],src/com/jfinal/core/Injector.java@modelName : String,"[BlameRes(sha1='4f135f59a241ffb3219dc000fbbfb1ea22ed4c6f', oline='39', file_name='jfinal/src/com/jfinal/core/ModelInjector.java')]",
jfinal,3,"('2ed9de04b9bea6439c8fec4d258b6646e8b37120', '2a4ab6913798e32d6b8ea03cf49adb05da8fd017', 'e7b3be36fc086aef411eccdda7372e6392ff6b9e')",Rename Variable,src/com/jfinal/core/ModelInjector.java@methods : Method[],src/com/jfinal/core/Injector.java@modelName : String,"[BlameRes(sha1='4f135f59a241ffb3219dc000fbbfb1ea22ed4c6f', oline='39', file_name='jfinal/src/com/jfinal/core/ModelInjector.java')]",
jfinal,3,"('2ed9de04b9bea6439c8fec4d258b6646e8b37120', '2a4ab6913798e32d6b8ea03cf49adb05da8fd017', 'e7b3be36fc086aef411eccdda7372e6392ff6b9e')",Remove Method Modifier,"src/com/jfinal/core/ModelInjector.java@private injectCommonModel(model Object, modelName String, request HttpServletRequest, modelClass Class<?>, skipConvertError boolean) : void","src/com/jfinal/core/Injector.java@public injectModel(modelClass Class<T>, request HttpServletRequest, skipConvertError boolean) : T","[BlameRes(sha1='4f135f59a241ffb3219dc000fbbfb1ea22ed4c6f', oline='38', file_name='jfinal/src/com/jfinal/core/ModelInjector.java')]",
jfinal,3,"('2ed9de04b9bea6439c8fec4d258b6646e8b37120', '2a4ab6913798e32d6b8ea03cf49adb05da8fd017', 'e7b3be36fc086aef411eccdda7372e6392ff6b9e')",Extract Variable,src/com/jfinal/core/ModelInjector.java@,src/com/jfinal/core/Injector.java@attrName : String,"[BlameRes(sha1='115e3ca909cf01517e4d1d31363951cecc54da44', oline='73', file_name='src/com/jfinal/core/ModelInjector.java')]",
jfinal,3,"('2ed9de04b9bea6439c8fec4d258b6646e8b37120', '2a4ab6913798e32d6b8ea03cf49adb05da8fd017', 'e7b3be36fc086aef411eccdda7372e6392ff6b9e')",Change Variable Type,src/com/jfinal/core/ModelInjector.java@colType : Class,src/com/jfinal/core/Injector.java@colType : Class<?>,"[BlameRes(sha1='115e3ca909cf01517e4d1d31363951cecc54da44', oline='73', file_name='src/com/jfinal/core/ModelInjector.java')]",
jfinal,3,"('2ed9de04b9bea6439c8fec4d258b6646e8b37120', '2a4ab6913798e32d6b8ea03cf49adb05da8fd017', 'e7b3be36fc086aef411eccdda7372e6392ff6b9e')",Localize Parameter,src/com/jfinal/core/ModelInjector.java@model : Model<?>,src/com/jfinal/core/Injector.java@model : Model<?>,"[BlameRes(sha1='4f135f59a241ffb3219dc000fbbfb1ea22ed4c6f', oline='63', file_name='jfinal/src/com/jfinal/core/ModelInjector.java')]",
jfinal,3,"('2ed9de04b9bea6439c8fec4d258b6646e8b37120', '2a4ab6913798e32d6b8ea03cf49adb05da8fd017', 'e7b3be36fc086aef411eccdda7372e6392ff6b9e')",Rename Variable,src/com/jfinal/core/ModelInjector.java@paraKey : String,src/com/jfinal/core/Injector.java@paraName : String,"[BlameRes(sha1='4f135f59a241ffb3219dc000fbbfb1ea22ed4c6f', oline='70', file_name='jfinal/src/com/jfinal/core/ModelInjector.java')]",
jfinal,3,"('2ed9de04b9bea6439c8fec4d258b6646e8b37120', '2a4ab6913798e32d6b8ea03cf49adb05da8fd017', 'e7b3be36fc086aef411eccdda7372e6392ff6b9e')",Add Parameter,"src/com/jfinal/core/ModelInjector.java@private injectActiveRecordModel(model Model<?>, modelName String, request HttpServletRequest, skipConvertError boolean) : void",src/com/jfinal/core/Injector.java@modelClass : Class<T>,"[BlameRes(sha1='c981ad99b499490397082c1b4720f956adc785e8', oline='63', file_name='src/com/jfinal/core/ModelInjector.java')]",
jfinal,3,"('2ed9de04b9bea6439c8fec4d258b6646e8b37120', '2a4ab6913798e32d6b8ea03cf49adb05da8fd017', 'e7b3be36fc086aef411eccdda7372e6392ff6b9e')",Modify Method Annotation,"src/com/jfinal/core/ModelInjector.java@@SuppressWarnings(""rawtypes"")","src/com/jfinal/core/Injector.java@@SuppressWarnings(""unchecked"")","[BlameRes(sha1='c981ad99b499490397082c1b4720f956adc785e8', oline='63', file_name='src/com/jfinal/core/ModelInjector.java')]",
jfinal,3,"('2ed9de04b9bea6439c8fec4d258b6646e8b37120', '2a4ab6913798e32d6b8ea03cf49adb05da8fd017', 'e7b3be36fc086aef411eccdda7372e6392ff6b9e')",Change Method Access Modifier,"src/com/jfinal/core/ModelInjector.java@private injectActiveRecordModel(model Model<?>, modelName String, request HttpServletRequest, skipConvertError boolean) : void","src/com/jfinal/core/Injector.java@public injectModel(modelClass Class<T>, modelName String, request HttpServletRequest, skipConvertError boolean) : T","[BlameRes(sha1='c981ad99b499490397082c1b4720f956adc785e8', oline='63', file_name='src/com/jfinal/core/ModelInjector.java')]",
jfinal,3,"('8cdb817bc361f24484120a11237e9cd12d7e0c81', '99b6ed0e2c93c03095a91dd0e430551c6bfd4a50', '7e718d9ab08695c70728a39b4b5bca9ca4334ecf')",Extract Method,"src/main/java/com/jfinal/aop/AopFactory.java@public inject(targetClass Class<?>, targetObject Object, injectDepth int) : void",src/main/java/com/jfinal/aop/AopFactory.java@protected doGet(targetClass Class<T>) : T,"[BlameRes(sha1='cab87d281c737dc3abcec8d974e30e9c7319e7cb', oline='77', file_name='src/main/java/com/jfinal/aop/AopFactory.java')]",
jfinal,3,"('8cdb817bc361f24484120a11237e9cd12d7e0c81', '99b6ed0e2c93c03095a91dd0e430551c6bfd4a50', '7e718d9ab08695c70728a39b4b5bca9ca4334ecf')",Change Variable Type,src/main/java/com/jfinal/aop/AopFactory.java@fieldInjectedClass : Class<?>,src/main/java/com/jfinal/aop/AopFactory.java@targetClass : Class<T>,"[BlameRes(sha1='cab87d281c737dc3abcec8d974e30e9c7319e7cb', oline='94', file_name='src/main/java/com/jfinal/aop/AopFactory.java')]",
jfinal,3,"('8cdb817bc361f24484120a11237e9cd12d7e0c81', '99b6ed0e2c93c03095a91dd0e430551c6bfd4a50', '7e718d9ab08695c70728a39b4b5bca9ca4334ecf')",Parameterize Variable,src/main/java/com/jfinal/aop/AopFactory.java@fieldInjectedClass : Class<?>,src/main/java/com/jfinal/aop/AopFactory.java@targetClass : Class<T>,"[BlameRes(sha1='cab87d281c737dc3abcec8d974e30e9c7319e7cb', oline='94', file_name='src/main/java/com/jfinal/aop/AopFactory.java')]",
jfinal,3,"('e31e4c714777a70ef58f700e903c864681832fe9', '0cf891403dee90328ffb5b4f1b1c90379c062ac3', '0b5c7246cce4b9b43f0617a132b849bf0dac3523')",Change Variable Type,src/main/java/com/jfinal/plugin/activerecord/Model.java@colType : Class,src/main/java/com/jfinal/plugin/activerecord/dialect/PostgreSqlDialect.java@colType : Class<?>,"[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='252', file_name='src/com/jfinal/plugin/activerecord/Model.java')]",
jfinal,3,"('e31e4c714777a70ef58f700e903c864681832fe9', '0cf891403dee90328ffb5b4f1b1c90379c062ac3', '0b5c7246cce4b9b43f0617a132b849bf0dac3523')",Add Parameter,"src/main/java/com/jfinal/plugin/activerecord/Model.java@private getGeneratedKey(pst PreparedStatement, table Table, config Config) : void",src/main/java/com/jfinal/plugin/activerecord/dialect/PostgreSqlDialect.java@model : Model<?>,"[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='246', file_name='src/com/jfinal/plugin/activerecord/Model.java')]",
jfinal,3,"('e31e4c714777a70ef58f700e903c864681832fe9', '0cf891403dee90328ffb5b4f1b1c90379c062ac3', '0b5c7246cce4b9b43f0617a132b849bf0dac3523')",Remove Parameter,src/main/java/com/jfinal/plugin/activerecord/Model.java@config : Config,"src/main/java/com/jfinal/plugin/activerecord/dialect/PostgreSqlDialect.java@public getModelGeneratedKey(model Model<?>, pst PreparedStatement, table Table) : void","[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='246', file_name='src/com/jfinal/plugin/activerecord/Model.java')]",
jfinal,3,"('e31e4c714777a70ef58f700e903c864681832fe9', '0cf891403dee90328ffb5b4f1b1c90379c062ac3', '0b5c7246cce4b9b43f0617a132b849bf0dac3523')",Change Method Access Modifier,"src/main/java/com/jfinal/plugin/activerecord/Model.java@private getGeneratedKey(pst PreparedStatement, table Table, config Config) : void","src/main/java/com/jfinal/plugin/activerecord/dialect/PostgreSqlDialect.java@public getModelGeneratedKey(model Model<?>, pst PreparedStatement, table Table) : void","[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='246', file_name='src/com/jfinal/plugin/activerecord/Model.java')]",
jfinal,3,"('e31e4c714777a70ef58f700e903c864681832fe9', '0cf891403dee90328ffb5b4f1b1c90379c062ac3', '0b5c7246cce4b9b43f0617a132b849bf0dac3523')",Move And Rename Method,"src/main/java/com/jfinal/plugin/activerecord/Model.java@private getGeneratedKey(pst PreparedStatement, table Table, config Config) : void","src/main/java/com/jfinal/plugin/activerecord/dialect/PostgreSqlDialect.java@public getModelGeneratedKey(model Model<?>, pst PreparedStatement, table Table) : void","[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='246', file_name='src/com/jfinal/plugin/activerecord/Model.java')]",
jfinal,4,"('448605657d99deea8bec56c979cfbf050805f259', '23a45fa61cd9a4522a4a168c7000111e6a447ead', 'edbe10d47bc3d1919c9d0f31aeac8f7ed29c1b58', '45f4f76c17c2d7fd32006b37b4a93448bab707ad')",Move And Rename Class,src/main/java/com/jfinal/aop/Callback.java@com.jfinal.aop.Callback,src/main/java/com/jfinal/ext/proxy/CglibCallback.java@com.jfinal.ext.proxy.CglibCallback,"[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='11', file_name='src/com/jfinal/aop/Callback.java')]",G
jfinal,4,"('448605657d99deea8bec56c979cfbf050805f259', '23a45fa61cd9a4522a4a168c7000111e6a447ead', 'edbe10d47bc3d1919c9d0f31aeac8f7ed29c1b58', '45f4f76c17c2d7fd32006b37b4a93448bab707ad')",Change Parameter Type,src/main/java/com/jfinal/aop/Invocation.java@methodProxy : MethodProxy,src/main/java/com/jfinal/aop/Invocation.java@callback : Callback,"[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='36', file_name='src/com/jfinal/aop/Invocation.java')]",G
jfinal,4,"('448605657d99deea8bec56c979cfbf050805f259', '23a45fa61cd9a4522a4a168c7000111e6a447ead', 'edbe10d47bc3d1919c9d0f31aeac8f7ed29c1b58', '45f4f76c17c2d7fd32006b37b4a93448bab707ad')",Rename Parameter,src/main/java/com/jfinal/aop/Invocation.java@methodProxy : MethodProxy,src/main/java/com/jfinal/aop/Invocation.java@callback : Callback,"[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='36', file_name='src/com/jfinal/aop/Invocation.java')]",
jfinal,4,"('448605657d99deea8bec56c979cfbf050805f259', '23a45fa61cd9a4522a4a168c7000111e6a447ead', 'edbe10d47bc3d1919c9d0f31aeac8f7ed29c1b58', '45f4f76c17c2d7fd32006b37b4a93448bab707ad')",Reorder Parameter,src/main/java/com/jfinal/aop/Invocation.java@target : Object,src/main/java/com/jfinal/aop/Invocation.java@target : Object,"[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='36', file_name='src/com/jfinal/aop/Invocation.java')]",
jfinal,4,"('448605657d99deea8bec56c979cfbf050805f259', '23a45fa61cd9a4522a4a168c7000111e6a447ead', 'edbe10d47bc3d1919c9d0f31aeac8f7ed29c1b58', '45f4f76c17c2d7fd32006b37b4a93448bab707ad')",Rename Attribute,src/main/java/com/jfinal/aop/Invocation.java@methodProxy : MethodProxy,src/main/java/com/jfinal/aop/Invocation.java@callback : Callback,"[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='20', file_name='src/com/jfinal/aop/Invocation.java')]",
jfinal,4,"('448605657d99deea8bec56c979cfbf050805f259', '23a45fa61cd9a4522a4a168c7000111e6a447ead', 'edbe10d47bc3d1919c9d0f31aeac8f7ed29c1b58', '45f4f76c17c2d7fd32006b37b4a93448bab707ad')",Change Attribute Type,src/main/java/com/jfinal/aop/Invocation.java@methodProxy : MethodProxy,src/main/java/com/jfinal/aop/Invocation.java@callback : Callback,"[BlameRes(sha1='38a252ea36261c4aab2b45347916e73298ebe430', oline='20', file_name='src/com/jfinal/aop/Invocation.java')]",
jfinal,4,"('ca4599670bfcd9a4971c8d980c8a47b11d29743a', 'b2db277f8b46f13ed9dc530576ceb9f5c9f6bc01', 'e7e5a1fd57524657d8c3b7265cd7ac1bc705039c', '3d6fafa4d7b7c0dd62b9f39b73d36b14fcdd29ac')",Move And Inline Method,"src/main/java/com/jfinal/template/stat/ast/Stat.java@protected write(writer Writer, chars char[]) : void","src/main/java/com/jfinal/template/ext/directive/RandomDirective.java@public exec(env Env, scope Scope, writer Writer) : void","[BlameRes(sha1='cee22afb28ff5081bc3cefcb937c8553aa2eae95', oline='45', file_name='src/main/java/com/jfinal/template/stat/ast/Stat.java')]",
jfinal,4,"('19df9cf107c03e448965c25ff0fd67ac8db2a46d', '64eaf16d6e38b1663d8991e79f818b308b9de86c', '3418b5628aaac4fc496da3fbb9ba07129049991b', 'd385185bf15495ea16308b2d73a4868b537f1d39')",Split Package,src/com/jfinal/util/SessionIdGenerator.java@com.jfinal.util.SessionIdGenerator,src/com/jfinal/ext/kit/SessionIdGenerator.java@com.jfinal.ext.kit.SessionIdGenerator,"[BlameRes(sha1='4f135f59a241ffb3219dc000fbbfb1ea22ed4c6f', oline='9', file_name='jfinal/src/com/jfinal/util/SessionIdGenerator.java')]",
jfinal,5,"('6991e8cd00e138f14d5cc740a5130c8f32f91721', '581f925168959ff21a136bde5d483b3439e0ba8f', '2e37bfa1bd0499c8c61fbb5769ec6fe958e4a1f0', 'ca808f16368993db2f830a5fe76cff26748b3975', '115e3ca909cf01517e4d1d31363951cecc54da44')",Change Parameter Type,src/com/jfinal/plugin/activerecord/Db.java@dataSource : DataSource,src/com/jfinal/plugin/activerecord/Db.java@config : Config,"[BlameRes(sha1='c82fd53039074a406a3d5667814fded1ce2b42ae', oline='503', file_name='src/com/jfinal/plugin/activerecord/Db.java')]",C
jfinal,5,"('6991e8cd00e138f14d5cc740a5130c8f32f91721', '581f925168959ff21a136bde5d483b3439e0ba8f', '2e37bfa1bd0499c8c61fbb5769ec6fe958e4a1f0', 'ca808f16368993db2f830a5fe76cff26748b3975', '115e3ca909cf01517e4d1d31363951cecc54da44')",Rename Parameter,src/com/jfinal/plugin/activerecord/Db.java@dataSource : DataSource,src/com/jfinal/plugin/activerecord/Db.java@config : Config,"[BlameRes(sha1='c82fd53039074a406a3d5667814fded1ce2b42ae', oline='503', file_name='src/com/jfinal/plugin/activerecord/Db.java')]",
jfinal,5,"('6991e8cd00e138f14d5cc740a5130c8f32f91721', '581f925168959ff21a136bde5d483b3439e0ba8f', '2e37bfa1bd0499c8c61fbb5769ec6fe958e4a1f0', 'ca808f16368993db2f830a5fe76cff26748b3975', '115e3ca909cf01517e4d1d31363951cecc54da44')",Move Method,"src/com/jfinal/plugin/activerecord/Db.java@public query(dataSource DataSource, sql String) : List<T>","src/com/jfinal/plugin/activerecord/Db.java@public query(configName String, sql String) : List<T>","[BlameRes(sha1='4f135f59a241ffb3219dc000fbbfb1ea22ed4c6f', oline='71', file_name='jfinal/src/com/jfinal/plugin/activerecord/Db.java')]",
jfinal,5,"('6991e8cd00e138f14d5cc740a5130c8f32f91721', '581f925168959ff21a136bde5d483b3439e0ba8f', '2e37bfa1bd0499c8c61fbb5769ec6fe958e4a1f0', 'ca808f16368993db2f830a5fe76cff26748b3975', '115e3ca909cf01517e4d1d31363951cecc54da44')",Move Method,"src/com/jfinal/plugin/activerecord/Db.java@public update(dataSource DataSource, sql String) : int","src/com/jfinal/plugin/activerecord/Db.java@public update(configName String, sql String) : int","[BlameRes(sha1='4f135f59a241ffb3219dc000fbbfb1ea22ed4c6f', oline='235', file_name='jfinal/src/com/jfinal/plugin/activerecord/Db.java')]",
jfinal,5,"('6991e8cd00e138f14d5cc740a5130c8f32f91721', '581f925168959ff21a136bde5d483b3439e0ba8f', '2e37bfa1bd0499c8c61fbb5769ec6fe958e4a1f0', 'ca808f16368993db2f830a5fe76cff26748b3975', '115e3ca909cf01517e4d1d31363951cecc54da44')",Move Method,"src/com/jfinal/plugin/activerecord/Db.java@public find(dataSource DataSource, sql String) : List<Record>","src/com/jfinal/plugin/activerecord/Db.java@public find(configName String, sql String) : List<Record>","[BlameRes(sha1='4f135f59a241ffb3219dc000fbbfb1ea22ed4c6f', oline='291', file_name='jfinal/src/com/jfinal/plugin/activerecord/Db.java')]",
jfinal,5,"('45f4f76c17c2d7fd32006b37b4a93448bab707ad', '156be8e944e55fbb010e27d3bcf71bf136359dcd', '1588ec3ca6139422a4757b62daca304be0003b9c', 'fe9b040dedfd5437050a6d108b066eb5633be4f5', '1ea6b52b53f591e95a25d1b110950f908d64dc55')",Rename Method,src/main/java/com/jfinal/aop/AopFactory.java@public setEnhance(enhance boolean) : AopFactory,src/main/java/com/jfinal/aop/AopFactory.java@public setInjectSuperClass(injectSuperClass boolean) : AopFactory,"[BlameRes(sha1='cab87d281c737dc3abcec8d974e30e9c7319e7cb', oline='142', file_name='src/main/java/com/jfinal/aop/AopFactory.java')]",
