redisson
Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Change Method Access Modifier,"redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected resolveIP(scheme String, address RedisURI) : CompletableFuture<RedisURI>","redisson/src/main/java/org/redisson/connection/ServiceManager.java@public resolveIP(scheme String, address RedisURI) : CompletableFuture<RedisURI>","[BlameRes(sha1='ace7497a95075fb9e093741fbe47bd8ab0cff566', oline='689', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Remove Method Modifier,"redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected resolveIP(scheme String, address RedisURI) : CompletableFuture<RedisURI>","redisson/src/main/java/org/redisson/connection/ServiceManager.java@public resolveIP(scheme String, address RedisURI) : CompletableFuture<RedisURI>","[BlameRes(sha1='ace7497a95075fb9e093741fbe47bd8ab0cff566', oline='689', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Method,"redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected toURI(scheme String, host String, port String) : RedisURI","redisson/src/main/java/org/redisson/connection/ServiceManager.java@public toURI(scheme String, host String, port String) : RedisURI","[BlameRes(sha1='ace7497a95075fb9e093741fbe47bd8ab0cff566', oline='713', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Change Method Access Modifier,"redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected toURI(scheme String, host String, port String) : RedisURI","redisson/src/main/java/org/redisson/connection/ServiceManager.java@public toURI(scheme String, host String, port String) : RedisURI","[BlameRes(sha1='ace7497a95075fb9e093741fbe47bd8ab0cff566', oline='713', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Remove Method Modifier,"redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected toURI(scheme String, host String, port String) : RedisURI","redisson/src/main/java/org/redisson/connection/ServiceManager.java@public toURI(scheme String, host String, port String) : RedisURI","[BlameRes(sha1='ace7497a95075fb9e093741fbe47bd8ab0cff566', oline='713', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Attribute,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@public DUMMY_TIMEOUT : Timeout,redisson/src/main/java/org/redisson/connection/ServiceManager.java@public DUMMY_TIMEOUT : Timeout,"[BlameRes(sha1='61ecca0341b6c41c485b6711bf9747b0463f8ffd', oline='69', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Attribute,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@private connectionEventsHub : ConnectionEventsHub,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private connectionEventsHub : ConnectionEventsHub,"[BlameRes(sha1='a1bb7bd1e70142cea668a9b1846a0bf3ce47033d', oline='102', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Attribute,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected id : String,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private id : String,"[BlameRes(sha1='fe66e882a657485b188019b1ef51269bf7630665', oline='96', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Change Attribute Access Modifier,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected id : String,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private id : String,"[BlameRes(sha1='fe66e882a657485b188019b1ef51269bf7630665', oline='96', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Attribute,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected group : EventLoopGroup,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private group : EventLoopGroup,"[BlameRes(sha1='5624b2f6900bb8a68db89d89af14ba6f91b4b64e', oline='105', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Change Attribute Access Modifier,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected group : EventLoopGroup,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private group : EventLoopGroup,"[BlameRes(sha1='5624b2f6900bb8a68db89d89af14ba6f91b4b64e', oline='105', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Attribute,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected socketChannelClass : Class<? extends SocketChannel>,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private socketChannelClass : Class<? extends SocketChannel>,"[BlameRes(sha1='5624b2f6900bb8a68db89d89af14ba6f91b4b64e', oline='107', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Change Attribute Access Modifier,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected socketChannelClass : Class<? extends SocketChannel>,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private socketChannelClass : Class<? extends SocketChannel>,"[BlameRes(sha1='5624b2f6900bb8a68db89d89af14ba6f91b4b64e', oline='107', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Attribute,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected resolverGroup : AddressResolverGroup<InetSocketAddress>,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private resolverGroup : AddressResolverGroup<InetSocketAddress>,"[BlameRes(sha1='9459a70e2a6ecfa912ddc59784dc3f0a90dce0ac', oline='130', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Change Attribute Access Modifier,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@protected resolverGroup : AddressResolverGroup<InetSocketAddress>,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private resolverGroup : AddressResolverGroup<InetSocketAddress>,"[BlameRes(sha1='9459a70e2a6ecfa912ddc59784dc3f0a90dce0ac', oline='130', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Attribute,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@private executor : ExecutorService,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private executor : ExecutorService,"[BlameRes(sha1='d8d1e5ddaa5d9e68a47ba4e86e02edfa2ff479d8', oline='125', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Attribute,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@private cfg : Config,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private cfg : Config,"[BlameRes(sha1='2264ce4f66381db5e689c0cd3263f7574866f59b', oline='133', file_name='redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
redisson,2,"('7b7a41cfc34d5039a74fd2f31a68f3efd434e213', 'f640cec6ec3e4ad912a8863dbb36415673d4932a')",Move Attribute,redisson/src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java@private timer : HashedWheelTimer,redisson/src/main/java/org/redisson/connection/ServiceManager.java@private timer : HashedWheelTimer,"[BlameRes(sha1='104bb48bac3ef4b82f39fb7f086da8889614627a', oline='42', file_name='src/main/java/org/redisson/connection/MasterSlaveConnectionManager.java')]",,
